Wolf Creek Weater Station,"48°45'23.2""N 124°22'21.4""W",,Elevation: 495m,,,,,,
09/23/23 1:17:55 PM,500,End of 24 hr period,1,,,,,,
09/24/23 3:33:56 PM,501,NEW 24 hr period,1,182,36.4,78.2mm,93.5 hrs,"3 days, 21 hours, 41 minutes and 2 seconds",0.83mm/hr
09/24/23 4:30:47 PM,502,,1,,,,,,
09/24/23 4:59:51 PM,503,,1,,,,,,
09/24/23 5:23:13 PM,504,,1,,,,,,
09/24/23 5:42:55 PM,505,,1,,,,,,
09/24/23 6:19:31 PM,506,,1,,,,,,
09/24/23 6:28:40 PM,507,,1,,,,,,
09/24/23 6:38:10 PM,508,,1,,,,,,
09/24/23 6:43:18 PM,509,,1,,,,,,
09/24/23 6:47:51 PM,510,,1,,,,,,
09/24/23 6:51:31 PM,511,,1,,,,,,
09/24/23 6:55:05 PM,512,,1,,,,,,
09/24/23 6:58:21 PM,513,,1,,,,,,
09/24/23 7:01:22 PM,514,,1,,,,,,
09/24/23 7:04:19 PM,515,,1,,,,,,
09/24/23 7:07:40 PM,516,,1,,,,,,
09/24/23 7:11:00 PM,517,,1,,,,,,
09/24/23 7:14:49 PM,518,,1,,,,,,
09/24/23 7:18:27 PM,519,,1,,,,,,
09/24/23 7:21:33 PM,520,,1,,,,,,
09/24/23 7:23:34 PM,521,,1,,,,,,
09/24/23 7:26:05 PM,522,,1,,,,,,
09/24/23 7:28:12 PM,523,,1,,,,,,
09/24/23 7:31:36 PM,524,,1,,,,,,
09/24/23 7:34:27 PM,525,,1,,,,,,
09/24/23 7:37:21 PM,526,,1,,,,,,
09/24/23 7:39:07 PM,527,,1,,,,,,
09/24/23 7:41:09 PM,528,,1,,,,,,
09/24/23 7:43:06 PM,529,,1,,,,,,
09/24/23 7:46:56 PM,530,,1,,,,,,
09/24/23 7:50:50 PM,531,,1,,,,,,
09/24/23 7:54:01 PM,532,,1,,,,,,
09/24/23 7:59:30 PM,533,,1,,,,,,
09/24/23 8:03:08 PM,534,,1,,,,,,
09/24/23 8:05:40 PM,535,,1,,,,,,
09/24/23 8:08:15 PM,536,,1,,,,,,
09/24/23 8:11:19 PM,537,,1,,,,,,
09/24/23 8:15:00 PM,538,,1,,,,,,
09/24/23 8:18:22 PM,539,,1,,,,,,
09/24/23 8:21:16 PM,540,,1,,,,,,
09/24/23 8:25:42 PM,541,,1,,,,,,
09/24/23 8:31:18 PM,542,,1,,,,,,
09/24/23 8:34:48 PM,543,,1,,,,,,
09/24/23 8:38:25 PM,544,,1,,,,,,
09/24/23 8:41:55 PM,545,,1,,,,,,
09/24/23 8:45:15 PM,546,,1,,,,,,
09/24/23 8:47:37 PM,547,,1,,,,,,
09/24/23 8:50:19 PM,548,,1,,,,,,
09/24/23 8:53:33 PM,549,,1,,,,,,
09/24/23 8:57:19 PM,550,,1,,,,,,
09/24/23 9:00:26 PM,551,,1,,,,,,
09/24/23 9:03:44 PM,552,,1,,,,,,
09/24/23 9:06:56 PM,553,,1,,,,,,
09/24/23 9:10:45 PM,554,,1,,,,,,
09/24/23 9:13:51 PM,555,,1,,,,,,
09/24/23 9:18:18 PM,556,,1,,,,,,
09/24/23 9:25:38 PM,557,,1,,,,,,
09/24/23 9:34:14 PM,558,,1,,,,,,
09/24/23 9:42:44 PM,559,,1,,,,,,
09/24/23 9:52:08 PM,560,,1,,,,,,
09/24/23 9:57:19 PM,561,,1,,,,,,
09/24/23 10:04:32 PM,562,,1,,,,,,
09/24/23 10:10:02 PM,563,,1,,,,,,
09/24/23 10:16:58 PM,564,,1,,,,,,
09/24/23 10:24:25 PM,565,,1,,,,,,
09/24/23 10:29:13 PM,566,,1,,,,,,
09/24/23 10:32:06 PM,567,,1,,,,,,
09/24/23 10:35:11 PM,568,,1,,,,,,
09/24/23 10:38:09 PM,569,,1,,,,,,
09/24/23 10:41:20 PM,570,,1,,,,,,
09/24/23 10:43:42 PM,571,,1,,,,,,
09/24/23 10:46:07 PM,572,,1,,,,,,
09/24/23 10:48:08 PM,573,,1,,,,,,
09/24/23 10:52:08 PM,574,,1,,,,,,
09/24/23 10:55:25 PM,575,,1,,,,,,
09/24/23 10:58:14 PM,576,,1,,,,,,
09/24/23 11:00:37 PM,577,,1,,,,,,
09/24/23 11:03:19 PM,578,,1,,,,,,
09/24/23 11:05:03 PM,579,,1,,,,,,
09/24/23 11:07:11 PM,580,,1,,,,,,
09/24/23 11:07:12 PM,581,,1,,,,,,
09/24/23 11:10:36 PM,582,,1,,,,,,
09/24/23 11:23:12 PM,583,,1,,,,,,
09/25/23 12:40:42 AM,584,,1,,,,,,
09/25/23 12:50:46 AM,585,,1,,,,,,
09/25/23 1:05:06 AM,586,,1,,,,,,
09/25/23 1:20:45 AM,587,,1,,,,,,
09/25/23 1:44:28 AM,588,,1,,,,,,
09/25/23 2:21:38 AM,589,,1,,,,,,
09/25/23 2:27:08 AM,590,,1,,,,,,
09/25/23 2:33:12 AM,591,,1,,,,,,
09/25/23 2:36:52 AM,592,,1,,,,,,
09/25/23 2:38:40 AM,593,,1,,,,,,
09/25/23 2:40:45 AM,594,,1,,,,,,
09/25/23 2:45:39 AM,595,,1,,,,,,
09/25/23 3:03:26 AM,596,,1,,,,,,
09/25/23 3:23:55 AM,597,,1,,,,,,
09/25/23 3:34:32 AM,598,,1,,,,,,
09/25/23 4:28:47 AM,599,,1,,,,,,
09/25/23 6:30:36 AM,600,,1,,,,,,
09/25/23 7:26:54 AM,601,,1,,,,,,
09/25/23 7:43:08 AM,602,,1,,,,,,
09/25/23 7:46:38 AM,603,,1,,,,,,
09/25/23 7:50:14 AM,604,,1,,,,,,
09/25/23 7:54:29 AM,605,,1,,,,,,
09/25/23 7:59:54 AM,606,,1,,,,,,
09/25/23 8:04:59 AM,607,,1,,,,,,
09/25/23 8:07:25 AM,608,,1,,,,,,
09/25/23 8:11:57 AM,609,,1,,,,,,
09/25/23 8:13:25 AM,610,,1,,,,,,
09/25/23 8:22:04 AM,611,,1,,,,,,
09/25/23 8:29:38 AM,612,,1,,,,,,
09/25/23 8:35:32 AM,613,,1,,,,,,
09/25/23 8:37:46 AM,614,,1,,,,,,
09/25/23 8:40:31 AM,615,,1,,,,,,
09/25/23 8:45:50 AM,616,,1,,,,,,
09/25/23 9:09:03 AM,617,,1,,,,,,
09/25/23 9:14:54 AM,618,,1,,,,,,
09/25/23 9:16:34 AM,619,,1,,,,,,
09/25/23 9:17:55 AM,620,,1,,,,,,
09/25/23 9:21:03 AM,621,,1,,,,,,
09/25/23 9:24:32 AM,622,,1,,,,,,
09/25/23 9:25:14 AM,623,,1,,,,,,
09/25/23 9:25:55 AM,624,,1,,,,,,
09/25/23 9:27:37 AM,625,,1,,,,,,
09/25/23 9:29:03 AM,626,,1,,,,,,
09/25/23 9:30:14 AM,627,,1,,,,,,
09/25/23 9:32:03 AM,628,,1,,,,,,
09/25/23 9:35:00 AM,629,,1,,,,,,
09/25/23 9:38:08 AM,630,,1,,,,,,
09/25/23 9:42:35 AM,631,,1,,,,,,
09/25/23 9:46:48 AM,632,,1,,,,,,
09/25/23 9:49:19 AM,633,,1,,,,,,
09/25/23 9:52:02 AM,634,,1,,,,,,
09/25/23 9:57:54 AM,635,,1,,,,,,
09/25/23 10:00:43 AM,636,,1,,,,,,
09/25/23 10:08:33 AM,637,,1,,,,,,
09/25/23 10:11:33 AM,638,,1,,,,,,
09/25/23 10:17:39 AM,639,,1,,,,,,
09/25/23 10:21:08 AM,640,,1,,,,,,
09/25/23 10:23:13 AM,641,,1,,,,,,
09/25/23 10:25:32 AM,642,,1,,,,,,
09/25/23 10:28:16 AM,643,,1,,,,,,
09/25/23 10:32:31 AM,644,,1,,,,,,
09/25/23 10:36:34 AM,645,,1,,,,,,
09/25/23 10:38:59 AM,646,,1,,,,,,
09/25/23 10:42:05 AM,647,,1,,,,,,
09/25/23 10:44:56 AM,648,,1,,,,,,
09/25/23 10:50:08 AM,649,,1,,,,,,
09/25/23 10:52:26 AM,650,,1,,,,,,
09/25/23 10:56:05 AM,651,,1,,,,,,
09/25/23 10:58:38 AM,652,,1,,,,,,
09/25/23 11:01:21 AM,653,,1,,,,,,
09/25/23 11:02:58 AM,654,,1,,,,,,
09/25/23 11:06:35 AM,655,,1,,,,,,
09/25/23 11:10:34 AM,656,,1,,,,,,
09/25/23 11:15:50 AM,657,,1,,,,,,
09/25/23 11:21:23 AM,658,,1,,,,,,
09/25/23 11:28:41 AM,659,,1,,,,,,
09/25/23 11:33:44 AM,660,,1,,,,,,
09/25/23 11:41:04 AM,661,,1,,,,,,
09/25/23 11:47:13 AM,662,,1,,,,,,
09/25/23 11:59:36 AM,663,,1,,,,,,
09/25/23 12:09:29 PM,664,,1,,,,,,
09/25/23 12:14:48 PM,665,,1,,,,,,
09/25/23 12:32:29 PM,666,,1,,,,,,
09/25/23 12:43:21 PM,667,,1,,,,,,
09/25/23 12:51:38 PM,668,,1,,,,,,
09/25/23 12:56:54 PM,669,,1,,,,,,
09/25/23 1:00:24 PM,670,,1,,,,,,
09/25/23 1:06:55 PM,671,,1,,,,,,
09/25/23 1:12:41 PM,672,,1,,,,,,
09/25/23 1:18:19 PM,673,,1,,,,,,
09/25/23 1:22:31 PM,674,,1,,,,,,
09/25/23 1:24:47 PM,675,,1,,,,,,
09/25/23 1:27:06 PM,676,,1,,,,,,
09/25/23 1:32:15 PM,677,,1,,,,,,
09/25/23 1:35:31 PM,678,,1,,,,,,
09/25/23 1:39:01 PM,679,,1,,,,,,
09/25/23 1:42:25 PM,680,,1,,,,,,
09/25/23 1:55:38 PM,681,,1,,,,,,
09/25/23 3:24:48 PM,682,End of 24 hr period,1,,,,,,
09/25/23 3:35:32 PM,683,NEW 24 hr period,1,81,16.2,,,,
09/25/23 4:05:06 PM,684,,1,,,,,,
09/25/23 4:24:56 PM,685,,1,,,,,,
09/25/23 4:32:05 PM,686,,1,,,,,,
09/25/23 5:00:58 PM,687,,1,,,,,,
09/25/23 5:02:31 PM,688,,1,,,,,,
09/25/23 5:07:46 PM,689,,1,,,,,,
09/25/23 5:10:08 PM,690,,1,,,,,,
09/25/23 5:11:57 PM,691,,1,,,,,,
09/25/23 5:13:26 PM,692,,1,,,,,,
09/25/23 5:20:05 PM,693,,1,,,,,,
09/25/23 5:20:56 PM,694,,1,,,,,,
09/25/23 5:22:12 PM,695,,1,,,,,,
09/25/23 5:26:10 PM,696,,1,,,,,,
09/25/23 5:30:22 PM,697,,1,,,,,,
09/25/23 7:22:05 PM,698,,1,,,,,,
09/25/23 8:31:12 PM,699,,1,,,,,,
09/25/23 8:37:27 PM,700,,1,,,,,,
09/25/23 8:45:05 PM,701,,1,,,,,,
09/25/23 10:40:13 PM,702,,1,,,,,,
09/25/23 11:48:06 PM,703,,1,,,,,,
09/25/23 11:50:12 PM,704,,1,,,,,,
09/25/23 11:50:34 PM,705,,1,,,,,,
09/25/23 11:51:01 PM,706,,1,,,,,,
09/25/23 11:55:15 PM,707,,1,,,,,,
09/26/23 12:53:32 AM,708,,1,,,,,,
09/26/23 12:54:07 AM,709,,1,,,,,,
09/26/23 12:55:42 AM,710,,1,,,,,,
09/26/23 12:56:45 AM,711,,1,,,,,,
09/26/23 12:57:28 AM,712,,1,,,,,,
09/26/23 1:01:50 AM,713,,1,,,,,,
09/26/23 1:28:11 AM,714,,1,,,,,,
09/26/23 1:32:08 AM,715,,1,,,,,,
09/26/23 4:39:47 AM,716,,1,,,,,,
09/26/23 6:30:27 AM,717,,1,,,,,,
09/26/23 9:17:09 AM,718,,1,,,,,,
09/26/23 9:20:44 AM,719,,1,,,,,,
09/26/23 9:32:59 AM,720,,1,,,,,,
09/26/23 9:46:01 AM,721,,1,,,,,,
09/26/23 10:00:34 AM,722,,1,,,,,,
09/26/23 10:04:32 AM,723,,1,,,,,,
09/26/23 10:07:06 AM,724,,1,,,,,,
09/26/23 10:08:11 AM,725,,1,,,,,,
09/26/23 10:09:31 AM,726,,1,,,,,,
09/26/23 10:11:17 AM,727,,1,,,,,,
09/26/23 10:14:04 AM,728,,1,,,,,,
09/26/23 10:20:11 AM,729,,1,,,,,,
09/26/23 10:24:20 AM,730,,1,,,,,,
09/26/23 10:31:42 AM,731,,1,,,,,,
09/26/23 10:44:12 AM,732,,1,,,,,,
09/26/23 10:54:40 AM,733,,1,,,,,,
09/26/23 10:57:58 AM,734,,1,,,,,,
09/26/23 11:02:52 AM,735,,1,,,,,,
09/26/23 11:41:41 AM,736,,1,,,,,,
09/26/23 11:47:28 AM,737,,1,,,,,,
09/26/23 11:48:01 AM,738,,1,,,,,,
09/26/23 11:49:27 AM,739,,1,,,,,,
09/26/23 12:19:17 PM,740,,1,,,,,,
09/26/23 12:30:59 PM,741,,1,,,,,,
09/26/23 12:42:23 PM,742,,1,,,,,,
09/26/23 1:08:12 PM,743,,1,,,,,,
09/26/23 1:14:46 PM,744,,1,,,,,,
09/26/23 1:17:11 PM,745,,1,,,,,,
09/26/23 1:18:44 PM,746,,1,,,,,,
09/26/23 1:20:21 PM,747,,1,,,,,,
09/26/23 1:22:09 PM,748,,1,,,,,,
09/26/23 1:24:26 PM,749,,1,,,,,,
09/26/23 1:27:19 PM,750,,1,,,,,,
09/26/23 1:29:16 PM,751,,1,,,,,,
09/26/23 1:30:48 PM,752,,1,,,,,,
09/26/23 1:33:00 PM,753,,1,,,,,,
09/26/23 1:35:19 PM,754,,1,,,,,,
09/26/23 1:39:00 PM,755,,1,,,,,,
09/26/23 1:50:43 PM,756,,1,,,,,,
09/26/23 1:58:25 PM,757,,1,,,,,,
09/26/23 2:02:42 PM,758,,1,,,,,,
09/26/23 2:08:37 PM,759,,1,,,,,,
09/26/23 2:14:12 PM,760,,1,,,,,,
09/26/23 2:21:46 PM,761,,1,,,,,,
09/26/23 2:38:10 PM,762,,1,,,,,,
09/26/23 2:41:25 PM,763,End of 24 hr period,1,,,,,,
09/26/23 3:57:42 PM,764,NEW 24 hr period,1,75,15,,,,
09/26/23 4:01:36 PM,765,,1,,,,,,
09/26/23 4:35:23 PM,766,,1,,,,,,
09/26/23 4:36:02 PM,767,,1,,,,,,
09/26/23 4:36:03 PM,768,,1,,,,,,
09/26/23 4:36:43 PM,769,,1,,,,,,
09/26/23 4:39:45 PM,770,,1,,,,,,
09/26/23 4:50:23 PM,771,,1,,,,,,
09/26/23 5:05:27 PM,772,,1,,,,,,
09/26/23 5:09:18 PM,773,,1,,,,,,
09/26/23 5:16:02 PM,774,,1,,,,,,
09/26/23 5:20:51 PM,775,,1,,,,,,
09/26/23 5:23:18 PM,776,,1,,,,,,
09/26/23 5:29:23 PM,777,,1,,,,,,
09/26/23 5:33:03 PM,778,,1,,,,,,
09/26/23 5:38:57 PM,779,,1,,,,,,
09/26/23 5:42:15 PM,780,,1,,,,,,
09/26/23 11:20:34 PM,781,,1,,,,,,
09/26/23 11:46:11 PM,782,,1,,,,,,
09/26/23 11:57:55 PM,783,,1,,,,,,
09/27/23 12:09:09 AM,784,,1,,,,,,
09/27/23 12:15:28 AM,785,,1,,,,,,
09/27/23 12:20:32 AM,786,,1,,,,,,
09/27/23 12:24:12 AM,787,,1,,,,,,
09/27/23 12:29:25 AM,788,,1,,,,,,
09/27/23 12:33:49 AM,789,,1,,,,,,
09/27/23 12:37:13 AM,790,,1,,,,,,
09/27/23 12:39:20 AM,791,,1,,,,,,
09/27/23 12:42:26 AM,792,,1,,,,,,
09/27/23 12:45:44 AM,793,,1,,,,,,
09/27/23 12:49:49 AM,794,,1,,,,,,
09/27/23 12:52:37 AM,795,,1,,,,,,
09/27/23 12:55:46 AM,796,,1,,,,,,
09/27/23 12:59:14 AM,797,,1,,,,,,
09/27/23 1:04:27 AM,798,,1,,,,,,
09/27/23 1:09:19 AM,799,,1,,,,,,
09/27/23 1:13:43 AM,800,,1,,,,,,
09/27/23 1:19:02 AM,801,,1,,,,,,
09/27/23 1:25:04 AM,802,,1,,,,,,
09/27/23 1:30:21 AM,803,,1,,,,,,
09/27/23 1:33:49 AM,804,,1,,,,,,
09/27/23 1:37:00 AM,805,,1,,,,,,
09/27/23 1:42:04 AM,806,,1,,,,,,
09/27/23 1:46:03 AM,807,,1,,,,,,
09/27/23 1:49:05 AM,808,,1,,,,,,
09/27/23 1:51:54 AM,809,,1,,,,,,
09/27/23 1:57:04 AM,810,,1,,,,,,
09/27/23 2:01:11 AM,811,,1,,,,,,
09/27/23 2:06:33 AM,812,,1,,,,,,
09/27/23 2:11:08 AM,813,,1,,,,,,
09/27/23 2:26:06 AM,814,,1,,,,,,
09/27/23 2:34:55 AM,815,,1,,,,,,
09/27/23 2:58:03 AM,816,,1,,,,,,
09/27/23 3:34:52 AM,817,,1,,,,,,
09/27/23 4:00:13 AM,818,,1,,,,,,
09/27/23 4:12:49 AM,819,,1,,,,,,
09/27/23 5:06:01 AM,820,,1,,,,,,
09/27/23 5:34:11 AM,821,,1,,,,,,
09/27/23 8:51:01 AM,822,,1,,,,,,
09/27/23 9:11:43 AM,823,,1,,,,,,
09/27/23 10:12:14 AM,824,,1,,,,,,
09/27/23 12:32:48 PM,825,,1,,,,,,
09/27/23 12:44:06 PM,826,,1,,,,,,
09/27/23 12:46:44 PM,827,,1,,,,,,
09/27/23 12:48:25 PM,828,,1,,,,,,
09/27/23 12:50:16 PM,829,,1,,,,,,
09/27/23 12:55:21 PM,830,,1,,,,,,
09/27/23 1:44:03 PM,831,,1,,,,,,
09/27/23 2:41:29 PM,832,,1,,,,,,
09/27/23 2:43:14 PM,833,,1,,,,,,
09/27/23 2:46:00 PM,834,,1,,,,,,
09/27/23 2:48:37 PM,835,,1,,,,,,
09/27/23 2:53:57 PM,836,,1,,,,,,
09/27/23 3:01:21 PM,837,,1,,,,,,
09/27/23 3:15:43 PM,838,End of 24 hr period,1,,,,,,
09/27/23 4:37:31 PM,839,NEW 24 hr period,1,53,10.6,,,,
09/27/23 4:45:35 PM,840,,1,,,,,,
09/27/23 4:49:29 PM,841,,1,,,,,,
09/27/23 4:53:16 PM,842,,1,,,,,,
09/27/23 7:16:51 PM,843,,1,,,,,,
09/27/23 10:08:11 PM,844,,1,,,,,,
09/27/23 10:30:16 PM,845,,1,,,,,,
09/27/23 10:56:49 PM,846,,1,,,,,,
09/27/23 11:03:55 PM,847,,1,,,,,,
09/27/23 11:08:50 PM,848,,1,,,,,,
09/27/23 11:11:45 PM,849,,1,,,,,,
09/27/23 11:16:58 PM,850,,1,,,,,,
09/27/23 11:26:43 PM,851,,1,,,,,,
09/27/23 11:49:10 PM,852,,1,,,,,,
09/28/23 12:55:52 AM,853,,1,,,,,,
09/28/23 1:05:29 AM,854,,1,,,,,,
09/28/23 1:09:08 AM,855,,1,,,,,,
09/28/23 1:13:09 AM,856,,1,,,,,,
09/28/23 1:17:06 AM,857,,1,,,,,,
09/28/23 1:19:06 AM,858,,1,,,,,,
09/28/23 1:20:25 AM,859,,1,,,,,,
09/28/23 1:23:03 AM,860,,1,,,,,,
09/28/23 1:28:00 AM,861,,1,,,,,,
09/28/23 1:31:02 AM,862,,1,,,,,,
09/28/23 1:33:33 AM,863,,1,,,,,,
09/28/23 1:36:35 AM,864,,1,,,,,,
09/28/23 1:38:12 AM,865,,1,,,,,,
09/28/23 1:42:39 AM,866,,1,,,,,,
09/28/23 1:44:40 AM,867,,1,,,,,,
09/28/23 1:46:56 AM,868,,1,,,,,,
09/28/23 1:48:58 AM,869,,1,,,,,,
09/28/23 1:50:31 AM,870,,1,,,,,,
09/28/23 1:52:05 AM,871,,1,,,,,,
09/28/23 1:56:04 AM,872,,1,,,,,,
09/28/23 2:06:37 AM,873,,1,,,,,,
09/28/23 2:08:32 AM,874,,1,,,,,,
09/28/23 2:10:18 AM,875,,1,,,,,,
09/28/23 2:12:20 AM,876,,1,,,,,,
09/28/23 2:14:28 AM,877,,1,,,,,,
09/28/23 2:18:21 AM,878,,1,,,,,,
09/28/23 2:21:52 AM,879,,1,,,,,,
09/28/23 2:25:11 AM,880,,1,,,,,,
09/28/23 2:29:31 AM,881,,1,,,,,,
09/28/23 2:42:45 AM,882,,1,,,,,,
09/28/23 2:45:35 AM,883,,1,,,,,,
09/28/23 3:13:23 AM,884,,1,,,,,,
09/28/23 3:24:22 AM,885,,1,,,,,,
09/28/23 4:01:00 AM,886,,1,,,,,,
09/28/23 4:46:58 AM,887,,1,,,,,,
09/28/23 5:41:28 AM,888,,1,,,,,,
09/28/23 5:41:29 AM,889,,1,,,,,,
09/28/23 5:45:27 AM,890,,1,,,,,,
09/28/23 1:14:58 PM,891,End of 24 hr period,1,,,,,,
10/02/23 7:57:00 AM,892,NEW 24 hr period,1,63,12.6,12.6mm,15.25 hrs,"15 hours, 13 minutes and 56 seconds",0.83mm/hr
10/02/23 8:20:29 AM,893,,1,,,,,,
10/02/23 9:05:42 AM,894,,1,,,,,,
10/02/23 11:06:20 AM,895,,1,,,,,,
10/02/23 11:08:36 AM,896,,1,,,,,,
10/02/23 11:13:03 AM,897,,1,,,,,,
10/02/23 11:18:24 AM,898,,1,,,,,,
10/02/23 11:33:34 AM,899,,1,,,,,,
10/02/23 11:36:29 AM,900,,1,,,,,,
10/02/23 11:37:52 AM,901,,1,,,,,,
10/02/23 11:45:44 AM,902,,1,,,,,,
10/02/23 12:07:13 PM,903,,1,,,,,,
10/02/23 12:11:33 PM,904,,1,,,,,,
10/02/23 12:32:38 PM,905,,1,,,,,,
10/02/23 12:39:55 PM,906,,1,,,,,,
10/02/23 12:53:55 PM,907,,1,,,,,,
10/02/23 1:04:27 PM,908,,1,,,,,,
10/02/23 1:18:28 PM,909,,1,,,,,,
10/02/23 1:24:35 PM,910,,1,,,,,,
10/02/23 1:34:19 PM,911,,1,,,,,,
10/02/23 1:40:38 PM,912,,1,,,,,,
10/02/23 1:47:04 PM,913,,1,,,,,,
10/02/23 1:52:08 PM,914,,1,,,,,,
10/02/23 1:58:15 PM,915,,1,,,,,,
10/02/23 2:02:00 PM,916,,1,,,,,,
10/02/23 2:06:05 PM,917,,1,,,,,,
10/02/23 2:09:38 PM,918,,1,,,,,,
10/02/23 2:15:43 PM,919,,1,,,,,,
10/02/23 2:19:41 PM,920,,1,,,,,,
10/02/23 2:26:07 PM,921,,1,,,,,,
10/02/23 2:31:14 PM,922,,1,,,,,,
10/02/23 2:39:59 PM,923,,1,,,,,,
10/02/23 2:45:39 PM,924,,1,,,,,,
10/02/23 2:55:08 PM,925,,1,,,,,,
10/02/23 3:01:42 PM,926,,1,,,,,,
10/02/23 3:07:45 PM,927,,1,,,,,,
10/02/23 3:11:53 PM,928,,1,,,,,,
10/02/23 3:17:17 PM,929,,1,,,,,,
10/02/23 3:22:40 PM,930,,1,,,,,,
10/02/23 3:33:34 PM,931,,1,,,,,,
10/02/23 3:38:51 PM,932,,1,,,,,,
10/02/23 3:46:00 PM,933,,1,,,,,,
10/02/23 3:53:00 PM,934,,1,,,,,,
10/02/23 4:06:43 PM,935,,1,,,,,,
10/02/23 4:14:21 PM,936,,1,,,,,,
10/02/23 4:23:39 PM,937,,1,,,,,,
10/02/23 4:27:55 PM,938,,1,,,,,,
10/02/23 4:33:51 PM,939,,1,,,,,,
10/02/23 4:39:13 PM,940,,1,,,,,,
10/02/23 4:47:51 PM,941,,1,,,,,,
10/02/23 4:57:47 PM,942,,1,,,,,,
10/02/23 5:09:10 PM,943,,1,,,,,,
10/02/23 5:17:52 PM,944,,1,,,,,,
10/02/23 5:27:58 PM,945,,1,,,,,,
10/02/23 5:41:52 PM,946,,1,,,,,,
10/02/23 5:57:51 PM,947,,1,,,,,,
10/02/23 6:08:47 PM,948,,1,,,,,,
10/02/23 6:18:33 PM,949,,1,,,,,,
10/02/23 6:25:46 PM,950,,1,,,,,,
10/02/23 6:39:57 PM,951,,1,,,,,,
10/02/23 7:18:28 PM,952,,1,,,,,,
10/02/23 7:58:58 PM,953,,1,,,,,,
10/02/23 11:10:56 PM,954,End of 24 hr period,1,,,,,,
10/03/23 8:59:57 AM,955,End/ NEW 24 hr per,1,1,0.2,0.2mm,<1hr,TRACE PRECIP,
10/09/23 5:37:29 AM,956,NEW 24 hr period,1,141,28.2,51.2mm,50 hrs,"2 days, 1 hour, 51 minutes and 5 seconds",1mm/hr
10/09/23 5:49:20 AM,957,,1,,,,,,
10/09/23 6:01:33 AM,958,,1,,,,,,
10/09/23 6:19:37 AM,959,,1,,,,,,
10/09/23 6:24:56 AM,960,,1,,,,,,
10/09/23 6:28:10 AM,961,,1,,,,,,
10/09/23 6:30:09 AM,962,,1,,,,,,
10/09/23 6:32:42 AM,963,,1,,,,,,
10/09/23 6:35:04 AM,964,,1,,,,,,
10/09/23 6:37:34 AM,965,,1,,,,,,
10/09/23 6:40:19 AM,966,,1,,,,,,
10/09/23 6:44:59 AM,967,,1,,,,,,
10/09/23 6:50:43 AM,968,,1,,,,,,
10/09/23 7:01:15 AM,969,,1,,,,,,
10/09/23 7:18:31 AM,970,,1,,,,,,
10/09/23 7:44:14 AM,971,,1,,,,,,
10/09/23 7:47:54 AM,972,,1,,,,,,
10/09/23 7:51:13 AM,973,,1,,,,,,
10/09/23 7:55:27 AM,974,,1,,,,,,
10/09/23 8:00:27 AM,975,,1,,,,,,
10/09/23 8:04:23 AM,976,,1,,,,,,
10/09/23 8:20:08 AM,977,,1,,,,,,
10/09/23 8:21:21 AM,978,,1,,,,,,
10/09/23 8:22:28 AM,979,,1,,,,,,
10/09/23 8:22:29 AM,980,,1,,,,,,
10/09/23 8:23:06 AM,981,,1,,,,,,
10/09/23 8:23:52 AM,982,,1,,,,,,
10/09/23 8:25:09 AM,983,,1,,,,,,
10/09/23 8:28:01 AM,984,,1,,,,,,
10/09/23 8:30:58 AM,985,,1,,,,,,
10/09/23 8:33:54 AM,986,,1,,,,,,
10/09/23 8:38:18 AM,987,,1,,,,,,
10/09/23 8:41:51 AM,988,,1,,,,,,
10/09/23 8:45:29 AM,989,,1,,,,,,
10/09/23 8:47:19 AM,990,,1,,,,,,
10/09/23 8:51:06 AM,991,,1,,,,,,
10/09/23 8:55:40 AM,992,,1,,,,,,
10/09/23 8:55:41 AM,993,,1,,,,,,
10/09/23 8:59:10 AM,994,,1,,,,,,
10/09/23 9:01:12 AM,995,,1,,,,,,
10/09/23 9:03:19 AM,996,,1,,,,,,
10/09/23 9:06:28 AM,997,,1,,,,,,
10/09/23 9:06:29 AM,998,,1,,,,,,
10/09/23 9:10:49 AM,999,,1,,,,,,
10/09/23 9:15:29 AM,1000,,1,,,,,,
10/09/23 9:18:31 AM,1001,,1,,,,,,
10/09/23 9:20:51 AM,1002,,1,,,,,,
10/09/23 9:23:11 AM,1003,,1,,,,,,
10/09/23 9:26:49 AM,1004,,1,,,,,,
10/09/23 9:30:46 AM,1005,,1,,,,,,
10/09/23 9:33:57 AM,1006,,1,,,,,,
10/09/23 9:36:26 AM,1007,,1,,,,,,
10/09/23 9:39:19 AM,1008,,1,,,,,,
10/09/23 9:42:56 AM,1009,,1,,,,,,
10/09/23 9:46:49 AM,1010,,1,,,,,,
10/09/23 9:48:50 AM,1011,,1,,,,,,
10/09/23 9:53:29 AM,1012,,1,,,,,,
10/09/23 9:55:59 AM,1013,,1,,,,,,
10/09/23 9:58:02 AM,1014,,1,,,,,,
10/09/23 9:59:17 AM,1015,,1,,,,,,
10/09/23 10:00:22 AM,1016,,1,,,,,,
10/09/23 10:02:38 AM,1017,,1,,,,,,
10/09/23 10:05:57 AM,1018,,1,,,,,,
10/09/23 10:09:25 AM,1019,,1,,,,,,
10/09/23 10:11:38 AM,1020,,1,,,,,,
10/09/23 10:14:40 AM,1021,,1,,,,,,
10/09/23 10:17:54 AM,1022,,1,,,,,,
10/09/23 10:20:59 AM,1023,,1,,,,,,
